,,,,,,,,,
,,,,,,,,,
日期,開盤,最高,最低,收盤,漲跌,漲%,成交量,成交金額,本益比
2002/03/27,186,186,186,186,12,0.069,1,186,180.58
2002/03/28,199,199,199,199,13,0.0699,1,199,193.2
2002/03/29,212,212,212,212,13,0.0653,1,212,28.12
2002/04/01,226,226,226,226,14,0.066,97,21922,29.97
2002/04/02,241,241,241,241,15,0.0664,165,39787,31.96
2002/04/03,257,257,257,257,16,0.0664,236,60724,34.08
2002/04/04,274,274,258,270,13,0.0506,5402,1462507,35.81
2002/04/08,265,265,252,252,-18,-0.0667,720,184084,33.42
2002/04/09,250,258,250,250,-2,-0.0079,1360,341119,33.16
2002/04/10,250,254,250,250,0,0,738,184781,33.16
2002/04/11,251,254,250,251,1,0.004,755,189270,33.29
2002/04/12,250,268,250,262,11,0.0438,844,219844,34.75
2002/04/15,267,267,252,254,-8,-0.0305,390,101080,33.69
2002/04/16,251,254,250,251,-3,-0.0118,343,85951,33.29
2002/04/17,258,258,251,252,1,0.004,276,70149,33.42
2002/04/18,254,261,251,251,-1,-0.004,714,182486,33.29
2002/04/19,253,253,250,250,-1,-0.004,407,101898,33.16
2002/04/22,250,252,250,250,0,0,299,74887,33.16
2002/04/23,250,258,250,252,2,0.008,268,67786,33.42
2002/04/24,252,255,251,251,-1,-0.004,110,27857,33.29
2002/04/25,251,251,234,234,-17,-0.0677,683,161950,31.03
2002/04/26,218,231,218,224,-10,-0.0427,591,133764,29.71
2002/04/29,224,228,221,226,2,0.0089,633,141603,29.97
2002/04/30,228,228,224,226,0,0,215,48447,29.97
2002/05/02,226,227,211,220,-6,-0.0265,793,170918,29.18
2002/05/03,220,227,210,224,4,0.0182,399,87056,29.71
2002/05/06,220,220,210,216,-8,-0.0357,368,78557,28.65
2002/05/07,213,216,210,211,-5,-0.0231,374,80043,27.98
2002/05/08,215,216,202,209,-2,-0.0095,392,81661,27.72
2002/05/09,215,217,212,215,6,0.0287,455,97597,28.51
2002/05/10,215,218,214,216,1,0.0047,281,60492,28.65
2002/05/13,214,214,208,208,-8,-0.037,98,20580,27.59
2002/05/14,210,212,199,201,-7,-0.0337,223,45250,26.66
2002/05/15,203,204,199,200,-1,-0.005,276,55260,26.53
2002/05/16,200,200,186,186,-14,-0.07,729,137124,24.67
2002/05/17,192,192,187,188,2,0.0108,140,26564,24.93
2002/05/20,188,188,180,186,-2,-0.0106,152,27923,24.67
2002/05/21,185,185,176,180,-6,-0.0323,97,17453,23.87
2002/05/22,180,183,177,182,2,0.0111,148,26700,24.14
2002/05/23,178,181,177,179,-3,-0.0165,179,32116,23.74
2002/05/24,181,185,178,182,3,0.0168,231,42143,24.14
2002/05/27,180,190,180,186,4,0.022,218,40682,24.67
2002/05/28,189,189,181,182,-4,-0.0215,156,28999,24.14
2002/05/29,180,181,171,173,-9,-0.0495,170,29757,22.94
2002/05/30,173,176,167,167,-6,-0.0347,175,29888,22.15
2002/05/31,167,175,167,172,5,0.0299,126,21733,22.81
2002/06/03,172,174,170,170,-2,-0.0116,103,17699,22.55
2002/06/04,169,175,168,173,3,0.0176,107,18239,22.94
2002/06/05,175,180,173,180,7,0.0405,222,39004,23.87
2002/06/06,180,192,179,191,11,0.0611,532,100385,25.33
2002/06/07,185,198,180,180,-11,-0.0576,422,79789,23.87
2002/06/10,150,150,150,150,-30,-0.1667,51,7650,19.89
2002/06/11,156,157,151,152,2,0.0133,224,34482,25.68
2002/06/12,152,152,141.5,145,-7,-0.0461,81,11814,24.49
2002/06/13,145,152,143,150,5,0.0345,290,43132,25.34
2002/06/14,145.5,146.5,145.5,146,-4,-0.0267,14,2042,24.66
2002/06/17,149,149,143,143,-3,-0.0205,40,5880,24.16
2002/06/18,147,150,146,148,5,0.035,95,14022,25
2002/06/19,142,145,142,143,-5,-0.0338,14,2021,24.16
2002/06/20,148,148,141,147,4,0.028,23,3360,24.83
2002/06/21,145,147,143,146,-1,-0.0068,12,1753,24.66
2002/06/24,140,142,136,136,-10,-0.0685,316,43710,22.97
2002/06/25,126.5,130,126.5,127,-9,-0.0662,205,26388,21.45
2002/06/26,121,123,118.5,120,-7,-0.0551,347,41982,20.27
2002/06/27,126,126,115,116,-4,-0.0333,314,36921,19.59
2002/06/28,115,116,112,115,-1,-0.0086,270,30776,19.43
2002/07/01,111,112,107,107,-8,-0.0696,87,9435,18.07
2002/07/02,102,105,100,100,-7,-0.0654,167,17054,16.89
2002/07/03,97.5,100,94.5,98.5,-1.5,-0.015,228,22108,16.64
2002/07/04,99,105,99,105,6.5,0.066,302,31286,17.74
2002/07/05,103.5,112,103.5,112,7,0.0667,258,28128,18.92
2002/07/08,116,119.5,115,118,6,0.0536,223,26190,19.93
2002/07/09,117,117,114,115,-3,-0.0254,164,18923,19.43
2002/07/10,112.5,114,110,112,-3,-0.0261,153,17142,18.92
2002/07/11,108.5,115.5,108,114,2,0.0179,213,24138,19.26
2002/07/12,117.5,118,110.5,117,3,0.0263,167,19383,19.76
2002/07/15,116,120,115,118,1,0.0085,201,23678,19.93
2002/07/16,122,122,118,118,0,0,209,24968,19.93
2002/07/17,118,118,114,114,-4,-0.0339,137,15946,19.26
2002/07/18,114,120,114,118.5,4.5,0.0395,142,16734,20.02
2002/07/19,117.5,122,117,122,3.5,0.0295,189,22724,20.61
2002/07/22,117,130.5,114,126,4,0.0328,385,47778,21.28
2002/07/23,130,133,126,133,7,0.0556,392,51068,22.47
2002/07/24,135,135,124,129,-4,-0.0301,295,37869,21.79
2002/07/25,135,135,128,128.5,-0.5,-0.0039,164,21517,21.71
2002/07/26,125,125,122,122,-6.5,-0.0506,106,13111,20.61
2002/07/29,122,129,122,128,6,0.0492,90,11444,21.62
2002/07/30,135,135,130,130,2,0.0156,128,16964,21.96
2002/07/31,135,135,125,125.5,-4.5,-0.0346,167,21312,21.2
2002/08/01,129,131,126,126.5,1,0.008,153,19607,21.37
2002/08/02,126.5,126.5,122,123,-3.5,-0.0277,201,24721,20.78
2002/08/05,116,120,114.5,119,-4,-0.0325,207,24373,20.1
2002/08/06,116.5,119,116.5,118,-1,-0.0084,67,7898,19.93
2002/08/07,122,123,120.5,121,3,0.0254,120,14540,20.44
2002/08/08,121,121,116,118,-3,-0.0248,57,6796,19.93
2002/08/09,122,124,117,117.5,-0.5,-0.0042,248,29825,19.85
2002/08/12,119,121.5,117.5,119.5,2,0.017,118,14061,20.19
2002/08/13,122,122,120,120.5,1,0.0084,211,25570,20.35
2002/08/14,120,120,119,119,-1.5,-0.0124,94,11225,20.1
2002/08/15,120,122,120,122,3,0.0252,192,23295,20.61
2002/08/16,123,123,119,119,-3,-0.0246,94,11334,20.1
2002/08/19,119,124,119,121,2,0.0168,267,32571,20.44
2002/08/20,120.5,122,118.5,119.5,-1.5,-0.0124,129,15469,20.19
2002/08/21,119.5,119.5,117,117,-2.5,-0.0209,43,5089,19.76
2002/08/22,117,119,115,115,-2,-0.0171,169,19866,19.43
2002/08/23,107,107,107,107,-8,-0.0696,231,24717,18.07
2002/08/26,100,104.5,100,104,-3,-0.028,503,50921,17.57
2002/08/27,104,107,104,106.5,2.5,0.024,259,27267,17.99
2002/08/28,105,111,104.5,106.5,0,0,544,58280,17.99
2002/08/29,108,109.5,107,108.5,2,0.0188,503,54339,18.33
2002/08/30,109,111,108.5,111,2.5,0.023,246,26964,22.24
2002/09/02,112,113,109.5,112,1,0.009,398,44424,22.44
2002/09/03,104.5,115,104.5,113.5,1.5,0.0134,462,50335,22.75
2002/09/04,111,113,111,113,-0.5,-0.0044,80,8979,22.65
2002/09/05,113,113.5,111,111,-2,-0.0177,209,23200,22.24
2002/09/09,108,114.5,108,114.5,3.5,0.0315,332,36582,22.95
2002/09/10,115,116,113,114,-0.5,-0.0044,169,19318,22.85
2002/09/11,114,114,109,109,-5,-0.0439,230,25446,21.84
2002/09/12,108,109.5,108,108.5,-0.5,-0.0046,305,33035,21.74
2002/09/13,108.5,109.5,105,109.5,1,0.0092,178,19164,21.94
2002/09/16,109.5,111,108,110.5,1,0.0091,175,19179,22.14
2002/09/17,110,112.5,110,112.5,2,0.0181,237,26417,22.55
2002/09/18,111.5,115,111.5,114.5,2,0.0178,166,18869,22.95
2002/09/19,113.5,115,112.5,112.5,-2,-0.0175,69,7824,22.55
2002/09/20,112.5,115,112,115,2.5,0.0222,186,21229,23.05
2002/09/23,117,118,115,115.5,0.5,0.0043,1328,153445,23.15
2002/09/24,113.5,115,112.5,114,-1.5,-0.013,103,11713,22.85
2002/09/25,114,115,111.5,113,-1,-0.0088,99,11217,22.65
2002/09/26,113,114.5,112.5,114,1,0.0088,42,4791,22.85
2002/09/27,115,115.5,111.5,115.5,1.5,0.0132,77,8804,23.15
2002/09/30,112,114,112,114,-1.5,-0.013,50,5617,22.85
2002/10/01,115,115,112,113,-1,-0.0088,91,10391,22.65
2002/10/02,114,116,113.5,115,2,0.0177,117,13493,23.05
2002/10/03,115,116.5,114,116.5,1.5,0.013,188,21703,23.35
2002/10/04,116,117.5,115.5,116.5,0,0,200,23349,23.35
2002/10/07,116,116,109,109,-7.5,-0.0644,154,17199,21.84
2002/10/08,108.5,113,106,113,4,0.0367,128,14137,22.65
2002/10/09,113,113,109,110.5,-2.5,-0.0221,155,17240,22.14
2002/10/11,111,112.5,108,110,-0.5,-0.0045,168,18527,22.04
2002/10/14,110,112,110,110.5,0.5,0.0045,61,6755,22.14
2002/10/15,111.5,115.5,111.5,113.5,3,0.0271,204,23149,22.75
2002/10/16,114.5,115,110.5,112,-1.5,-0.0132,136,15213,22.44
2002/10/17,112,114,110.5,112.5,0.5,0.0045,150,16950,22.55
2002/10/18,114.5,114.5,112,113,0.5,0.0044,207,23359,22.65
2002/10/21,114,116.5,113.5,114,1,0.0088,232,26773,22.85
2002/10/22,115,117,114,114.5,0.5,0.0044,371,43007,22.95
2002/10/23,117,122.5,117,122.5,8,0.0699,375,45445,24.55
2002/10/24,131,131,128,131,8.5,0.0694,542,70955,26.25
2002/10/25,137,137,131,133,2,0.0153,1395,187961,26.65
2002/10/28,135,142,135,142,9,0.0677,746,104317,28.46
2002/10/29,145,145,133.5,134,-8,-0.0563,571,78171,26.85
2002/10/30,134,141,133,136,2,0.0149,810,111023,27.25
2002/10/31,142,142,133,134,-2,-0.0147,455,62501,26.85
2002/11/01,131,133,128,130,-4,-0.0299,356,46088,26.05
2002/11/04,131,134.5,129,130.5,0.5,0.0038,163,21485,26.15
2002/11/05,131,133,130,131.5,1,0.0077,158,20680,26.35
2002/11/06,130,134,129,133.5,2,0.0152,282,37107,26.75
2002/11/07,134.5,134.5,130,130.5,-3,-0.0225,151,19995,26.15
2002/11/08,128,131,128,130.5,0,0,151,19580,26.15
2002/11/11,129,129,121.5,123,-7.5,-0.0575,300,37237,24.65
2002/11/12,120,123,120,122,-1,-0.0081,115,14047,24.45
2002/11/13,122,126,120,120,-2,-0.0164,216,26536,24.05
2002/11/14,122,125,122,124,4,0.0333,236,29169,24.85
2002/11/15,129.5,129.5,124,125,1,0.0081,275,34797,25.05
2002/11/18,126,126.5,123,123.5,-1.5,-0.012,79,9801,24.75
2002/11/19,126,130,125,128.5,5,0.0405,278,35542,25.75
2002/11/20,128,132.5,125,130,1.5,0.0117,350,44991,26.05
2002/11/21,133.5,139,132,139,9,0.0692,1164,160096,27.86
2002/11/22,142.5,148,141.5,144,5,0.036,1035,149141,28.86
2002/11/25,145,147,140.5,147,3,0.0208,398,57460,29.46
2002/11/26,142,148,142,148,1,0.0068,477,69630,29.66
2002/11/27,148,148,141,148,0,0,279,40412,29.66
2002/11/28,150,150,145,147,-1,-0.0068,328,48561,29.46
2002/11/29,147,147,142,145,-2,-0.0136,185,26804,29.06
2002/12/02,144.5,145.5,142,145,0,0,115,16553,29.06
2002/12/03,145,155,145,155,10,0.069,1027,157326,31.06
2002/12/04,154,165,154,165,10,0.0645,1689,272113,33.07
2002/12/05,167,176,166,169,4,0.0242,1365,233449,33.87
2002/12/06,165,170,165,165,-4,-0.0237,193,32204,33.07
2002/12/09,169,173,160,165,0,0,944,155359,33.07
2002/12/10,164,172,161,165,0,0,269,44511,33.07
2002/12/11,168,173,165,173,8,0.0485,1231,206905,34.67
2002/12/12,178,183,171,173,0,0,922,162473,34.67
2002/12/13,173,176,163,163,-10,-0.0578,493,82730,32.67
2002/12/16,164,168,158,163,0,0,283,46446,32.67
2002/12/17,166,169,161,165,2,0.0123,488,80243,33.07
2002/12/18,167,169,163,169,4,0.0242,375,62552,33.87
2002/12/19,169,169,163,163,-6,-0.0355,430,71601,32.67
2002/12/20,162,164,155,163,0,0,760,121387,32.67
2002/12/23,161,168,160,162,-1,-0.0061,272,44800,32.46
2002/12/24,160,164,155,160,-2,-0.0123,327,51993,32.06
2002/12/25,157,160,153,155,-5,-0.0313,115,17976,31.06
2002/12/26,158,158,155,156,1,0.0065,84,13188,31.26
2002/12/27,159,159,151,151,-5,-0.0321,128,19794,30.26
2002/12/30,141,149,140.5,144,-7,-0.0464,194,27607,28.86
2002/12/31,144,148,141,148,4,0.0278,129,18702,29.66
2003/01/02,150,153,148,150,2,0.0135,704,106019,30.06
2003/01/03,155,160,152,160,10,0.0667,224,35369,32.06
2003/01/06,171,171,164,171,11,0.0688,674,113735,34.27
2003/01/07,178,182,171,176,5,0.0292,1036,184233,35.27
2003/01/08,178,180,173,173,-3,-0.017,295,51943,34.67
2003/01/09,172,179,167,179,6,0.0347,608,104689,35.87
2003/01/10,180,182,176,178,-1,-0.0056,327,58565,35.67
2003/01/13,180,183,179,179,1,0.0056,380,68468,35.87
2003/01/14,180,182,178,179,0,0,301,53975,35.87
2003/01/15,181,181,176,178,-1,-0.0056,118,21034,35.67
2003/01/16,183,190,178,180,2,0.0112,959,175874,36.07
2003/01/17,180,182,169,178,-2,-0.0111,463,81100,35.67
2003/01/20,172,178,171,178,0,0,120,21043,35.67
2003/01/21,177,178,172,175,-3,-0.0169,177,30946,35.07
2003/01/22,175,175,168,174,-1,-0.0057,265,45390,34.87
2003/01/23,175,177,173,174,0,0,425,74604,34.87
2003/01/24,175,178,168,168,-6,-0.0345,335,57244,33.67
2003/01/27,164,169,164,164,-4,-0.0238,197,32810,32.87
2003/01/28,161,164,161,161,-3,-0.0183,142,23065,32.26
2003/02/06,162,168,161,161,0,0,227,37525,32.26
2003/02/07,163,166,160,164,3,0.0186,351,57529,32.87
2003/02/10,162,164,159,160,-4,-0.0244,1375,220853,32.06
2003/02/11,161,171,161,171,11,0.0688,657,110137,34.27
2003/02/12,171,182,171,177,6,0.0351,2000,355557,35.47
2003/02/13,179,186,176,176,-1,-0.0056,521,94248,35.27
2003/02/14,179,183,174,176,0,0,201,35793,35.27
2003/02/17,182,182,178,179,3,0.017,201,36066,35.87
2003/02/18,181,182,174,177,-2,-0.0112,141,25114,35.47
2003/02/19,177,179,175,175,-2,-0.0113,298,52441,35.07
2003/02/20,175,177,175,175,0,0,88,15493,35.07
2003/02/21,175,176,167,167,-8,-0.0457,162,27822,33.47
2003/02/24,167,175,162,175,8,0.0479,409,67590,35.07
2003/02/25,173,173,169,169,-6,-0.0343,86,14576,33.87
2003/02/26,169,172,169,169,0,0,85,14327,33.87
2003/02/27,170,175,169,171,2,0.0118,267,45600,34.27
2003/03/03,175,175,169,169,-2,-0.0117,178,30608,33.87
2003/03/04,169,175,169,171,2,0.0118,298,51248,34.27
2003/03/05,171,173,165,165,-6,-0.0351,206,34817,33.07
2003/03/06,165,167,154,154,-11,-0.0667,464,72804,30.86
2003/03/07,147,147,143.5,143.5,-10.5,-0.0682,964,138881,28.76
2003/03/10,144,144,133.5,143.5,0,0,1178,161117,28.76
2003/03/11,139.5,140.5,133.5,133.5,-10,-0.0697,484,66061,26.75
2003/03/12,131,133.5,124.5,126,-7.5,-0.0562,692,88626,25.25
2003/03/13,125,134.5,121.5,134.5,8.5,0.0675,1299,167664,26.95
2003/03/14,143,143,140,140,5.5,0.0409,581,82242,28.06
2003/03/17,135,141,135,140,0,0,277,38072,28.06
2003/03/18,146,148,143,146,6,0.0429,900,131058,29.26
2003/03/19,146,155,144,153,7,0.0479,894,135838,30.66
2003/03/20,156,162,155,160,7,0.0458,886,140731,32.06
2003/03/21,163,168,159,160,0,0,790,128034,32.06
2003/03/24,165,165,155,155,-5,-0.0313,544,88056,31.06
2003/03/25,148,152,146,148,-7,-0.0452,387,57368,29.66
2003/03/26,150,152,148,148,0,0,124,18573,29.66
2003/03/27,148,150,146.5,148.5,0.5,0.0034,122,18180,29.76
2003/03/28,148,148,145.5,146,-2.5,-0.0168,75,10946,29.26
2003/03/31,146,146,140,140.5,-5.5,-0.0377,125,17643,28.16
2003/04/01,140,147,140,146,5.5,0.0391,275,39799,29.26
2003/04/02,148,153,143.5,151,5,0.0342,339,50705,30.26
2003/04/03,157,157,153,155,4,0.0265,334,51819,31.06
2003/04/04,153,156,153,155,0,0,242,37392,31.06
2003/04/07,148,155,144.5,144.5,-10.5,-0.0677,652,96100,28.96
2003/04/08,142,142,134.5,134.5,-10,-0.0692,1012,138421,26.95
2003/04/09,126.5,134.5,125.5,134.5,0,0,1084,138593,26.95
2003/04/10,130.5,137.5,130.5,131.5,-3,-0.0223,754,101351,26.35
2003/04/11,130.5,134.5,130,130,-1.5,-0.0114,367,48207,26.05
2003/04/14,130,134.5,130,130.5,0.5,0.0038,240,31754,26.15
2003/04/15,133.5,134,131,131,0.5,0.0038,197,26196,26.25
2003/04/16,134,136,133,134,3,0.0229,332,44599,26.85
2003/04/17,135,138,135,135,1,0.0075,201,27342,27.05
2003/04/18,136.5,138.5,135.5,135.5,0.5,0.0037,307,42029,27.15
2003/04/21,135.5,138,135.5,135.5,0,0,126,17186,27.15
2003/04/22,135.5,135.5,130,131,-4.5,-0.0332,154,20340,26.25
2003/04/23,132,135.5,131.5,131.5,0.5,0.0038,130,17297,26.35
2003/04/24,133,133,129.5,131,-0.5,-0.0038,201,26297,26.25
2003/04/25,126,130.5,122,122.5,-8.5,-0.0649,389,49092,24.55
2003/04/28,119,119,114,114,-8.5,-0.0694,495,56562,22.85
2003/04/29,116,118,108.5,111,-3,-0.0263,636,72301,22.24
2003/04/30,116,117,110,115,4,0.036,884,100969,23.05
2003/05/02,115,120,113,119.5,4.5,0.0391,615,71782,23.95
2003/05/05,121,122,116.5,117,-2.5,-0.0209,375,44672,10.84
2003/05/06,117,117.5,112,116,-1,-0.0085,338,38791,10.75
2003/05/07,117,118,114.5,116.5,0.5,0.0043,312,36305,10.8
2003/05/08,116,116,113,113.5,-3,-0.0258,94,10709,10.52
2003/05/09,114,115.5,113,115,1.5,0.0132,176,20138,10.66
2003/05/12,115,115,113,114,-1,-0.0087,123,14028,10.57
2003/05/13,115,117,114.5,115,1,0.0088,493,56997,10.66
2003/05/14,114.5,115,110,113,-2,-0.0174,551,61792,10.47
2003/05/15,111,111,106,107.5,-5.5,-0.0487,797,86116,9.96
2003/05/16,102,108,102,106,-1.5,-0.014,1929,203021,9.82
2003/05/19,103,104,101.5,101.5,-4.5,-0.0425,563,57744,9.41
2003/05/20,99.5,101,99,99.5,-2,-0.0197,386,38562,9.22
2003/05/21,99.5,103,99.5,100.5,1,0.0101,413,41843,9.31
2003/05/22,101.5,101.5,98,98.5,-2,-0.0199,696,69548,9.13
2003/05/23,100,103.5,99.5,103.5,5,0.0508,763,77753,9.59
2003/05/26,104.5,110,104.5,110,6.5,0.0628,1131,122144,10.19
2003/05/27,111,114,109,110,0,0,1168,130087,10.19
2003/05/28,114,117.5,112,117.5,7.5,0.0682,1517,174385,10.89
2003/05/29,119.5,121,116.5,117,-0.5,-0.0043,602,71131,10.84
2003/05/30,117,120.5,116,118.5,1.5,0.0128,747,88687,10.98
2003/06/02,120,126.5,120,123,4.5,0.038,946,117981,11.4
2003/06/03,120,124,118.5,118.5,-4.5,-0.0366,577,69848,10.98
2003/06/05,122,122.5,120,120,1.5,0.0127,561,68153,11.12
2003/06/06,120,125,120,120.5,0.5,0.0042,609,74702,11.17
2003/06/09,120.5,122,118,122,1.5,0.0124,459,55082,11.31
2003/06/10,120.5,124,120.5,120.5,-1.5,-0.0123,334,40765,11.17
2003/06/11,120.5,120.5,114,116,-4.5,-0.0373,2041,236481,10.75
2003/06/12,115,116,114,115,-1,-0.0086,1108,127222,10.66
2003/06/13,115,123,115,123,8,0.0696,1628,194462,11.4
2003/06/16,123,127,120,121,-2,-0.0163,726,89576,11.21
2003/06/17,123,125.5,119.5,119.5,-1.5,-0.0124,775,94561,11.08
2003/06/18,119.5,125,118,120.5,1,0.0084,1356,165722,11.17
2003/06/19,121.5,124,119,120,-0.5,-0.0041,959,115504,11.12
2003/06/20,119,121.5,118.5,119,-1,-0.0083,360,43143,11.03
2003/06/23,119,122,119,119.5,0.5,0.0042,407,49080,11.08
2003/06/24,119.5,121,118,119,-0.5,-0.0042,403,48064,11.03
2003/06/25,121.5,125,120,124,5,0.042,930,114787,11.49
2003/06/26,124.5,127,120.5,121,-3,-0.0242,591,73370,11.21
2003/06/27,125,129,122.5,122.5,1.5,0.0124,2370,299177,11.35
2003/06/30,124,125,121.5,121.5,-1,-0.0082,458,56431,11.26
2003/07/01,124,127.5,122,124,2.5,0.0206,1562,195320,11.49
2003/07/02,125,132.5,124.5,132.5,8.5,0.0685,2565,331518,12.28
2003/07/03,137,137.5,133,133.5,1,0.0075,1601,216835,12.37
2003/07/04,134.5,137.5,133,137.5,4,0.03,951,129489,12.74
2003/07/07,138,146,138,141.5,4,0.0291,1174,167377,13.11
2003/07/08,142,144,132,134.5,-7,-0.0495,1259,173955,12.47
2003/07/09,136,136,130,130,-4.5,-0.0335,926,122143,12.05
2003/07/10,130,133,129,130,0,0,771,100854,12.05
2003/07/11,130,135,130,134,4,0.0308,681,90765,12.42
2003/07/14,135,143,135,143,9,0.0672,1271,179033,13.25
2003/07/15,149,151,143,143,0,0,1824,267333,13.25
2003/07/16,144,147,142,142.5,-0.5,-0.0035,1168,169117,13.21
2003/07/17,142.5,143,136.5,137,-5.5,-0.0386,928,129843,12.7
2003/07/18,136,139.5,136,137.5,0.5,0.0036,494,68063,12.74
2003/07/21,140,140,131,132,-5.5,-0.04,865,115777,12.23
2003/07/22,132,136,132,135,3,0.0227,737,98930,12.51
2003/07/23,138,140.5,136,137.5,2.5,0.0185,855,118308,12.74
2003/07/24,140,142.5,138,141,3.5,0.0255,942,132192,13.07
2003/07/25,140.5,144,139.5,141.5,0.5,0.0035,725,102746,13.11
2003/07/28,144,148,142.5,143,1.5,0.0106,1428,208055,13.25
2003/07/29,145,146,140.5,141,-2,-0.014,635,90793,13.07
2003/07/30,141.5,142,137,137,-4,-0.0284,614,85068,12.7
2003/07/31,137,140,135,136,-1,-0.0073,502,68835,12.6
2003/08/01,140,141,137,141,5,0.0368,859,119497,13.07
2003/08/04,140,140,138,138.5,-2.5,-0.0177,295,41005,12.84
2003/08/05,139,140,133,134,-4.5,-0.0325,617,83884,12.42
2003/08/06,131,134,131,134,0,0,495,65653,12.42
2003/08/07,134,136,131.5,134.5,0.5,0.0037,442,58905,12.47
2003/08/08,135.5,135.5,131.5,133.5,-1,-0.0074,341,45355,12.37
2003/08/11,133,133,130,130.5,-3,-0.0225,249,32724,12.09
2003/08/12,132,134,131,131,0.5,0.0038,304,40295,12.14
2003/08/13,131.5,134,131.5,132.5,1.5,0.0115,916,121540,12.28
2003/08/14,133,133.5,126.5,128.5,-4,-0.0302,1002,130152,11.91
2003/08/15,128.5,131,125,125.5,-3,-0.0233,1068,135368,11.63
2003/08/18,127,134,127,134,8.5,0.0677,1089,143668,12.42
2003/08/19,138,138,134,134,0,0,1112,151387,12.42
2003/08/20,136.5,136.5,133,133.5,-0.5,-0.0037,384,51656,12.37
2003/08/21,134,135,132,133.5,0,0,328,43653,12.37
2003/08/22,134,139.5,134,139.5,6,0.0449,1337,183686,12.93
2003/08/25,138,139,136,138,-1.5,-0.0108,795,109551,12.79
2003/08/26,137.5,137.5,133.5,134.5,-3.5,-0.0254,836,112782,12.47
2003/08/27,135,137.5,130.5,132,-2.5,-0.0186,1362,181345,12.23
2003/08/28,109,109.5,104.5,105,-27,-0.2045,1744,187004,9.73
2003/08/29,108,108,105,106,1,0.0095,743,79204,12.24
2003/09/01,107.5,112.5,107.5,112,6,0.0566,1425,157531,12.93
2003/09/02,113,113,110,111,-1,-0.0089,430,47705,12.82
2003/09/03,112.5,112.5,108.5,108.5,-2.5,-0.0225,626,69163,11.9
2003/09/04,108.5,110,108.5,108.5,0,0,335,36475,11.9
2003/09/05,110,112,108.5,108.5,0,0,408,44961,11.9
2003/09/08,108.5,112,108.5,110.5,2,0.0184,440,48798,12.12
2003/09/09,113,118,112.5,118,7.5,0.0679,1574,183395,12.94
2003/09/10,118.5,123,118.5,120,2,0.0169,3469,420773,13.16
2003/09/12,119,124.5,118,120,0,0,1080,130183,13.16
2003/09/15,121,126.5,120.5,126.5,6.5,0.0542,2180,270971,13.87
2003/09/16,126.5,129,123.5,125,-1.5,-0.0119,1434,179779,13.71
2003/09/17,125,127.5,123.5,124,-1,-0.008,1379,171853,13.6
2003/09/18,124,127,123.5,124,0,0,827,103129,13.6
2003/09/19,126,126,124,125,1,0.0081,883,110488,13.71
2003/09/22,125,125.5,121,121,-4,-0.032,552,67799,13.27
2003/09/23,120,123,120,122.5,1.5,0.0124,382,46622,13.43
2003/09/24,123,125,121.5,124.5,2,0.0163,667,82339,13.65
2003/09/25,122,124,121,122.5,-2,-0.0161,406,49619,13.43
2003/09/26,123,123.5,122,123,0.5,0.0041,329,40352,13.49
2003/09/29,123,125,123,124.5,1.5,0.0122,306,38012,13.65
2003/09/30,125,125.5,121,122.5,-2,-0.0161,376,46508,13.43
2003/10/01,122.5,123.5,121,122,-0.5,-0.0041,198,24122,13.38
2003/10/02,124.5,126.5,124,126,4,0.0328,815,102199,13.82
2003/10/03,127.5,128,124.5,125,-1,-0.0079,662,83327,13.71
2003/10/06,126,127.5,125,125.5,0.5,0.004,464,58392,13.76
2003/10/07,127,127,125,125.5,0,0,331,41624,13.76
2003/10/08,126.5,126.5,123.5,124.5,-1,-0.008,593,73930,13.65
2003/10/09,124,125.5,116,120,-4.5,-0.0361,1100,132025,13.16
2003/10/13,120,121.5,118,119,-1,-0.0083,323,38568,13.05
2003/10/14,120,122,119,120,1,0.0084,446,53848,13.16
2003/10/15,122,123,120.5,121.5,1.5,0.0125,399,48570,13.32
2003/10/16,123,130,121.5,130,8.5,0.07,3793,483305,14.25
2003/10/17,134.5,138,133,134,4,0.0308,1688,228241,14.69
2003/10/20,133,133,128.5,130,-4,-0.0299,679,88213,14.25
2003/10/21,130,130.5,126,126,-4,-0.0308,472,60398,13.82
2003/10/22,125,126,122,126,0,0,547,67763,13.82
2003/10/23,126,126,124,125.5,-0.5,-0.004,416,52012,13.76
2003/10/24,126.5,130.5,126.5,127,1.5,0.012,1102,141392,13.93
2003/10/27,128,129.5,126.5,128,1,0.0079,572,73192,14.04
2003/10/28,130,130,127,128,0,0,420,54046,14.04
2003/10/29,130,134,127,130.5,2.5,0.0195,1783,234039,14.31
2003/10/30,130.5,132,129,129,-1.5,-0.0115,318,41167,14.14
2003/10/31,130,131,126,126,-3,-0.0233,617,79194,13.82
2003/11/03,126,128,125,127,1,0.0079,501,63327,13.93
2003/11/04,128,128.5,125,127,0,0,905,114212,13.93
2003/11/05,127,128,125,128,1,0.0079,499,63003,14.85
2003/11/06,128,129.5,125.5,129.5,1.5,0.0117,989,126478,15.02
2003/11/07,131,138.5,131,138.5,9,0.0695,2869,390727,16.07
2003/11/10,140,143,139.5,141,2.5,0.0181,2314,327287,16.36
2003/11/11,141.5,143,137.5,140,-1,-0.0071,766,107226,16.24
2003/11/12,138,139.5,136,137.5,-2.5,-0.0179,672,92729,15.95
