,,,,,,,,,
,,,,,,,,,
日期,開盤,最高,最低,收盤,漲跌,漲%,成交量,成交金額,本益比
2013/03/11,256,257,248,252.5,-7,-0.027,17438,4392260,8.05
2013/03/12,252.5,256,250,251,-1.5,-0.0059,8243,2086317,8.01
2013/03/13,251,252,240,241,-10,-0.0398,20402,4983311,7.69
2013/03/14,238,244.5,238,241,0,0,18112,4366763,7.69
2013/03/15,243,243.5,231,234.5,-6.5,-0.027,23754,5619612,7.48
2013/03/18,233,241,233,240,5.5,0.0235,12992,3097002,7.66
2013/03/19,246,250,243,249,9,0.0375,16881,4166657,7.94
2013/03/20,247,247,244,246.5,-2.5,-0.01,10416,2557064,7.86
2013/03/21,245.5,245.5,238,239,-7.5,-0.0304,12175,2932543,7.62
2013/03/22,239.5,243,239.5,240,1,0.0042,5995,1444033,7.66
2013/03/25,245,248,243.5,243.5,3.5,0.0146,7523,1845752,7.77
2013/03/26,246,247,244,246.5,3,0.0123,5212,1280848,7.86
2013/03/27,249,252.5,248.5,248.5,2,0.0081,10404,2605991,7.93
2013/03/28,249,249,244,244,-4.5,-0.0181,7357,1805926,7.78
2013/03/29,247,247.5,241,244.5,0.5,0.002,9091,2218233,7.8
2013/04/01,244.5,244.5,240,240.5,-4,-0.0164,6111,1476246,7.67
2013/04/02,240.5,243.5,240.5,243,2.5,0.0104,5804,1404046,12.34
2013/04/03,243.5,246.5,241,246.5,3.5,0.0144,7821,1906063,12.52
2013/04/08,245,245,240,241,-5.5,-0.0223,11125,2697099,12.24
2013/04/09,245.5,248.5,244,244.5,3.5,0.0145,17063,4198563,12.42
2013/04/10,246.5,249,245,247.5,3,0.0123,8614,2127603,12.57
2013/04/11,250,256.5,249.5,256.5,9,0.0364,17976,4556776,13.03
2013/04/12,259,263,255.5,261.5,5,0.0195,18923,4935220,13.28
2013/04/15,264,266.5,257,258,-3.5,-0.0134,13716,3591107,13.1
2013/04/16,257,265,255,263.5,5.5,0.0213,8113,2122061,13.38
2013/04/17,264,272,263.5,272,8.5,0.0323,14910,4011289,13.81
2013/04/18,275,284,274.5,282,10,0.0368,23049,6439332,14.32
2013/04/19,286,287,279,279.5,-2.5,-0.0089,19630,5550580,14.2
2013/04/22,280,282,277,277,-2.5,-0.0089,7434,2074876,14.07
2013/04/23,276.5,277,267,268,-9,-0.0325,22308,6049589,13.61
2013/04/24,270,278.5,267.5,278.5,10.5,0.0392,14826,4046730,14.14
2013/04/25,280,284,279.5,282,3.5,0.0126,17161,4841593,14.32
2013/04/26,285,289,277.5,277.5,-4.5,-0.016,23505,6673575,14.09
2013/04/29,285,290,284,290,12.5,0.045,23578,6768705,14.73
2013/04/30,298,305,296.5,301,11,0.0379,36419,10932724,15.29
2013/05/02,295,296.5,289,295,-6,-0.0199,29790,8724097,14.98
2013/05/03,283,287.5,277.5,279.5,-15.5,-0.0525,27526,7798705,14.2
2013/05/06,281,283,275.5,280.5,1,0.0036,12050,3362512,14.25
2013/05/07,276,282,275,279.5,-1,-0.0036,9601,2680937,13.84
2013/05/08,280,282,276,278,-1.5,-0.0054,9633,2680706,13.77
2013/05/09,279.5,286.5,277,284,6,0.0216,13804,3910361,14.07
2013/05/10,282.5,282.5,278,279,-5,-0.0176,9061,2531812,13.82
2013/05/13,277,281.5,277,281,2,0.0072,5562,1555654,13.92
2013/05/14,282.5,286,279,280.5,-0.5,-0.0018,9296,2631956,13.89
2013/05/15,280,282.5,279,282,1.5,0.0053,6889,1937267,13.97
2013/05/16,285,291.5,284,290,8,0.0284,18000,5192742,19.44
2013/05/17,293,294.5,285,285,-5,-0.0172,13060,3793197,19.1
2013/05/20,288.5,292.5,285.5,292,7,0.0246,9409,2724271,19.57
2013/05/21,292,293.5,288,288.5,-3.5,-0.012,7368,2139453,19.34
2013/05/22,292,293,288.5,288.5,0,0,4564,1324160,19.34
2013/05/23,289.5,293.5,282.5,282.5,-6,-0.0208,16366,4709982,18.93
2013/05/24,284.5,285,276.5,279,-3.5,-0.0124,10901,3050605,18.7
2013/05/27,279,281,277,279.5,0.5,0.0018,4854,1354498,18.73
2013/05/28,280.5,283.5,278.5,282.5,3,0.0107,6513,1830209,18.93
2013/05/29,283.5,283.5,278.5,279,-3.5,-0.0124,9253,2592914,18.7
2013/05/30,279,282.5,278,280,1,0.0036,7049,1976618,18.77
2013/05/31,282.5,283,276.5,276.5,-3.5,-0.0125,7768,2168759,18.53
2013/06/03,279.5,290.5,278,290.5,14,0.0506,18233,5207427,19.47
2013/06/04,290.5,291.5,286,287.5,-3,-0.0103,11633,3357132,19.27
2013/06/05,292,294,285,285,-2.5,-0.0087,13755,3983600,19.1
2013/06/06,285.5,287.5,281,281,-4,-0.014,8863,2518257,18.83
2013/06/07,282,283,273.5,274,-7,-0.0249,12760,3533453,18.36
2013/06/10,276,279.5,271,273.5,-0.5,-0.0018,9216,2538120,18.33
2013/06/11,275.5,276,271.5,271.5,-2,-0.0073,5784,1578135,18.2
2013/06/13,270,273.5,265,265,-6.5,-0.0239,12289,3302167,17.76
2013/06/14,267,268.5,258.5,260.5,-4.5,-0.017,11306,2972992,17.46
2013/06/17,262.5,266,260,266,5.5,0.0211,7037,1851551,17.83
2013/06/18,266,269.5,264,266.5,0.5,0.0019,5270,1406174,17.86
2013/06/19,268.5,269,260.5,260.5,-6,-0.0225,8505,2241945,17.46
2013/06/20,258.5,259.5,249.5,250,-10.5,-0.0403,17971,4555883,16.76
2013/06/21,241,251.5,240,248.5,-1.5,-0.006,19554,4796661,16.66
2013/06/24,245.5,247.5,238,238,-10.5,-0.0423,13291,3212654,15.95
2013/06/25,238,248,236,243.5,5.5,0.0231,15364,3728943,16.32
2013/06/26,248,248,242.5,245.5,2,0.0082,10507,2576621,16.45
2013/06/27,247,247.5,239,240.5,-5,-0.0204,8707,2114869,16.12
2013/06/28,241,246,239,239,-1.5,-0.0062,10274,2481436,16.02
2013/07/01,238,238,229,231,-8,-0.0335,23019,5344796,15.48
2013/07/02,231,233.5,218,218.5,-12.5,-0.0541,24600,5550199,14.64
2013/07/03,218,222.5,206,207.5,-11,-0.0503,30587,6540741,13.91
2013/07/04,207.5,209.5,200,201,-6.5,-0.0313,23292,4728516,13.47
2013/07/05,204,208.5,202.5,203,2,0.01,17674,3623857,13.61
2013/07/08,195,196.5,189,189,-14,-0.069,26435,5066058,12.67
2013/07/09,183,189,181.5,188.5,-0.5,-0.0026,31867,5899882,12.63
2013/07/10,191,195,189.5,191,2.5,0.0133,19116,3674922,12.8
2013/07/11,195,195,193,193.5,2.5,0.0131,12153,2358241,12.97
2013/07/12,194,196.5,188.5,191.5,-2,-0.0103,12249,2353135,12.84
2013/07/15,189,192,187,192,0.5,0.0026,11794,2235214,12.87
2013/07/16,194,195,192,192.5,0.5,0.0026,6660,1286872,12.9
2013/07/17,193,195,190.5,193.5,1,0.0052,7224,1394550,12.97
2013/07/18,193.5,193.5,180,181,-12.5,-0.0646,14689,2684439,12.13
2013/07/19,175,175.5,168.5,168.5,-12.5,-0.0691,19266,3278703,11.29
2013/07/22,168,171,163,168.5,0,0,12166,2038951,11.29
2013/07/23,169.5,178,167.5,175.5,7,0.0415,25768,4475456,11.76
2013/07/24,175,178,170.5,170.5,-5,-0.0285,16849,2931168,11.43
2013/07/25,169.5,179,166.5,176.5,6,0.0352,26129,4513028,11.83
2013/07/26,178,180,174,175,-1.5,-0.0085,15744,2783304,11.73
2013/07/29,172,173,166.5,168.5,-6.5,-0.0371,15295,2597446,11.29
2013/07/30,168.5,173,167.5,171,2.5,0.0148,11894,2028356,11.46
2013/07/31,159.5,159.5,159.5,159.5,-11.5,-0.0673,5677,905484,10.69
2013/08/01,148.5,148.5,148.5,148.5,-11,-0.069,5034,747614,9.95
2013/08/02,142,146,142,143,-5.5,-0.037,44926,6458954,9.58
2013/08/05,148.5,153,148.5,153,10,0.0699,24981,3764993,10.25
2013/08/06,149.5,151,147,148.5,-4.5,-0.0294,17034,2529843,9.95
2013/08/07,148.5,151,147.5,150,1.5,0.0101,11914,1781513,10.05
2013/08/08,150.5,153,149,150,0,0,11432,1727816,10.05
2013/08/09,153,160.5,151,159,9,0.06,23700,3724916,10.66
2013/08/12,159,160.5,156.5,158,-1,-0.0063,11292,1788620,10.59
2013/08/13,160,163,159,159.5,1.5,0.0095,11796,1897379,10.69
2013/08/14,160,160.5,154.5,156,-3.5,-0.0219,13585,2125470,10.46
2013/08/15,153,158,152,158,2,0.0128,12266,1901170,10.59
2013/08/16,157,157.5,153.5,154,-4,-0.0253,8762,1359687,20.51
2013/08/19,156,157.5,153,153,-1,-0.0065,7547,1167434,20.37
2013/08/20,153,154,149.5,149.5,-3.5,-0.0229,11917,1798628,19.91
2013/08/22,145,149.5,145,149.5,0,0,10558,1561895,19.91
2013/08/23,151.5,155.5,150.5,155,5.5,0.0368,9536,1462512,20.64
2013/08/26,156,157,152.5,152.5,-2.5,-0.0161,5717,883394,20.31
2013/08/27,153,154,150,150,-2.5,-0.0164,6453,983117,19.97
2013/08/28,150,151,147.5,148,-2,-0.0133,7801,1160361,19.71
2013/08/29,150,151.5,148,148,0,0,6765,1012942,19.71
2013/08/30,149,156.5,148,156.5,8.5,0.0574,17113,2614904,20.84
2013/09/02,148.5,151.5,146,147.5,-9,-0.0575,24491,3638483,19.64
2013/09/03,148,149,146.5,147.5,0,0,10946,1619024,19.64
2013/09/04,147.5,147.5,137.5,137.5,-10,-0.0678,24997,3519279,18.31
2013/09/05,132,134.5,128,131,-6.5,-0.0473,35854,4698381,17.44
2013/09/06,131.5,134,130.5,131,0,0,15078,1992763,17.44
2013/09/09,130,130,122,126,-5,-0.0382,30810,3829899,16.78
2013/09/10,129,133,127.5,132.5,6.5,0.0516,22809,2988210,17.64
2013/09/11,133.5,135,131,135,2.5,0.0189,14203,1894627,17.98
2013/09/12,135,143,134,141,6,0.0444,21978,3046407,18.77
2013/09/13,141,141.5,138,138,-3,-0.0213,12473,1735072,18.38
2013/09/14,138,139.5,136.5,139,1,0.0072,6598,913193,18.51
2013/09/16,134,137,132.5,137,-2,-0.0144,13854,1868915,18.24
2013/09/17,136,141.5,136,140,3,0.0219,16341,2278943,18.64
2013/09/18,141,141.5,138,138.5,-1.5,-0.0107,8834,1233240,18.44
2013/09/23,140,142.5,139,139,0.5,0.0036,8359,1175778,18.51
2013/09/24,139,142.5,139,140,1,0.0072,9596,1350588,18.64
2013/09/25,139,139,134,135,-5,-0.0357,14102,1910757,17.98
2013/09/26,134,136,133,134,-1,-0.0074,9389,1261982,17.84
2013/09/27,134,135.5,129,130,-4,-0.0299,13758,1803486,17.31
2013/09/30,130,132.5,129,132,2,0.0154,11789,1546050,17.58
2013/10/01,131,133,127,133,1,0.0076,15384,1996569,17.71
2013/10/02,134,134.5,132,132.5,-0.5,-0.0038,8549,1139597,17.64
2013/10/03,132.5,133.5,131,133,0.5,0.0038,8400,1112376,17.71
2013/10/04,127.5,137.5,127.5,135,2,0.015,24146,3219303,17.98
2013/10/07,132,132,126,126,-9,-0.0667,19426,2501917,16.78
2013/10/08,125,127.5,125,126.5,0.5,0.004,11195,1413111,16.84
2013/10/09,127,132,127,128.5,2,0.0158,12866,1669574,17.11
2013/10/11,130.5,132,126,126,-2.5,-0.0195,13212,1693851,16.78
2013/10/14,126,128.5,124.5,126,0,0,10330,1305582,16.78
2013/10/15,128,128.5,126,127.5,1.5,0.0119,6599,839644,16.98
2013/10/16,129,129,123.5,125.5,-2,-0.0157,11536,1448268,16.71
2013/10/17,127,133,125.5,132,6.5,0.0518,14757,1910739,17.58
2013/10/18,132,134.5,130.5,133,1,0.0076,13087,1732941,17.71
2013/10/21,134,134,130,130.5,-2.5,-0.0188,9183,1210035,17.38
2013/10/22,132,139.5,132,139.5,9,0.069,25892,3552232,18.58
2013/10/23,139.5,140,136,136,-3.5,-0.0251,16191,2228962,18.11
2013/10/24,136,145.5,136,145.5,9.5,0.0699,29953,4277144,19.37
2013/10/25,145,153,143.5,150,4.5,0.0309,45154,6736229,19.97
2013/10/28,151,153,147,148.5,-1.5,-0.01,21108,3161099,19.77
2013/10/29,146,147.5,144.5,145,-3.5,-0.0236,19601,2854991,19.31
2013/10/30,146.5,148,144,145,0,0,14906,2175963,19.31
2013/10/31,144,144.5,140.5,144.5,-0.5,-0.0034,16966,2421367,19.24
2013/11/01,145.5,147.5,142,144,-0.5,-0.0035,18134,2628610,19.17
2013/11/04,147,151.5,145.5,151,7,0.0486,25191,3765146,20.11
2013/11/05,151,151,140.5,140.5,-10.5,-0.0695,21489,3118789,18.71
2013/11/06,144,147,143,146,5.5,0.0391,19398,2816770,19.44
2013/11/07,149,155.5,148,152.5,6.5,0.0445,30713,4685708,20.31
2013/11/08,154,155.5,151,152.5,0,0,23900,3670466,20.31
2013/11/11,152,152,148,149,-3.5,-0.023,13567,2029450,19.84
2013/11/12,150.5,155,147,155,6,0.0403,18204,2756701,20.64
2013/11/13,156,157.5,153.5,154,-1,-0.0065,21228,3303625,20.51
2013/11/14,155,155.5,152,153.5,-0.5,-0.0032,11222,1724017,20.44
2013/11/15,153,154.5,151,152,-1.5,-0.0098,12581,1917302,0
2013/11/18,153,156,152.5,152.5,0.5,0.0033,11174,1723026,0
2013/11/19,154,156,153,154.5,2,0.0131,9645,1489979,0
2013/11/20,156,159.5,155.5,157,2.5,0.0162,20517,3240969,0
2013/11/21,157.5,158,154,155.5,-1.5,-0.0096,11223,1747792,0
2013/11/22,157,157.5,154,155,-0.5,-0.0032,6922,1075268,0
2013/11/25,157.5,160,156,158,3,0.0194,11993,1897059,0
2013/11/26,159,159.5,157.5,159.5,1.5,0.0095,8734,1387039,0
2013/11/27,160,161,157,157,-2.5,-0.0157,9408,1493513,0
2013/11/28,158,158.5,152.5,153,-4,-0.0255,14158,2191595,0
2013/11/29,154,154.5,151,151,-2,-0.0131,10734,1638093,0
2013/12/02,151,154,151,152.5,1.5,0.0099,7654,1167561,0
2013/12/03,154.5,155.5,151.5,151.5,-1,-0.0066,9078,1394165,0
2013/12/04,150,150,145.5,146.5,-5,-0.033,16282,2396170,0
2013/12/05,146.5,147.5,145,147,0.5,0.0034,7117,1043199,0
2013/12/06,147.5,148,146.5,147.5,0.5,0.0034,4804,708159,0
2013/12/09,148.5,149.5,147,147.5,0,0,5629,834874,0
2013/12/10,149,149.5,147,147.5,0,0,5256,777776,0
2013/12/11,147,147,142,142.5,-5,-0.0339,13609,1952500,0
2013/12/12,142,144.5,142,143,0.5,0.0035,6505,933382,0
2013/12/13,143.5,147,142.5,145.5,2.5,0.0175,8157,1188317,0
2013/12/16,146,146.5,144.5,145,-0.5,-0.0034,3333,484665,0
2013/12/17,147,147,145,145.5,0.5,0.0034,4805,701229,0
2013/12/18,146.5,147,145,145.5,0,0,5901,860359,0
2013/12/19,147,147,140.5,141,-4.5,-0.0309,14654,2090742,0
2013/12/20,142,142.5,136.5,138,-3,-0.0213,12333,1718807,0
2013/12/23,138.5,139.5,135,135.5,-2.5,-0.0181,10434,1425561,0
2013/12/24,136,141,136,141,5.5,0.0406,8938,1242432,0
2013/12/25,142,143,140,141,0,0,6238,882117,0
2013/12/26,141,143,141,141.5,0.5,0.0035,3561,504697,0
2013/12/27,142,144,140,143,1.5,0.0106,7175,1019134,0
2013/12/30,144,144,141.5,141.5,-1.5,-0.0105,4019,572955,0
2013/12/31,142.5,143.5,140.5,141,-0.5,-0.0035,5255,745821,0
2014/01/02,141.5,142,138,138.5,-2.5,-0.0177,7965,1109436,0
2014/01/03,138.5,141,138,138.5,0,0,6600,920698,0
2014/01/06,138.5,139.5,133,133.5,-5,-0.0361,14005,1896518,0
2014/01/07,132.5,133.5,129.5,131,-2.5,-0.0187,13705,1793779,0
2014/01/08,131,132.5,130,130,-1,-0.0076,7623,1000337,0
2014/01/09,129,129,126,128.5,-1.5,-0.0115,14733,1879880,0
2014/01/10,130,131.5,128,128,-0.5,-0.0039,7695,999869,0
2014/01/13,129.5,132,128.5,131,3,0.0234,6752,881404,0
2014/01/14,130,132.5,130,130.5,-0.5,-0.0038,5135,672220,0
2014/01/15,131.5,139,131,138.5,8,0.0613,15382,2078961,0
2014/01/16,139,140,134,134,-4.5,-0.0325,12911,1765598,0
2014/01/17,135.5,138.5,134.5,135.5,1.5,0.0112,9758,1331583,0
2014/01/20,135.5,137,134.5,136,0.5,0.0037,6232,846793,0
2014/01/21,136.5,145.5,136.5,145,9,0.0662,32017,4598925,0
2014/01/22,144.5,146.5,143,145,0,0,17374,2521514,0
2014/01/23,146,148,141,141,-4,-0.0276,15033,2180225,0
2014/01/24,141,143,138,139.5,-1.5,-0.0106,10908,1526164,0
2014/01/27,138,138,135.5,136,-3.5,-0.0251,9639,1316532,0
2014/02/05,131,133,128,129,-7,-0.0515,16984,2202559,0
2014/02/06,130,131,129,129.5,0.5,0.0039,8478,1099682,0
2014/02/07,130,132,127,132,2.5,0.0193,17278,2240081,0
2014/02/10,131,131.5,127,127,-5,-0.0379,15297,1965389,0
2014/02/11,125,131,125,130,3,0.0236,17542,2264042,0
2014/02/12,130,131.5,128.5,129.5,-0.5,-0.0038,10500,1363822,0
2014/02/13,130,131.5,128.5,129,-0.5,-0.0039,5188,673510,0
2014/02/14,131,131,128,128,-1,-0.0078,5763,745301,0
2014/02/17,129,132.5,128,131,3,0.0234,11417,1494115,0
2014/02/18,131.5,132.5,130,130.5,-0.5,-0.0038,4947,648465,0
2014/02/19,131.5,132,130.5,131,0.5,0.0038,4431,581760,0
2014/02/20,131.5,134.5,131,133.5,2.5,0.0191,10074,1341393,0
2014/02/21,134,135,132.5,132.5,-1,-0.0075,6380,851191,0
2014/02/24,134,134,129,129.5,-3,-0.0226,6071,794153,0
2014/02/25,130,132,130,132,2.5,0.0193,5180,679705,0
2014/02/26,134.5,141,134.5,138.5,6.5,0.0492,25221,3497478,0
2014/02/27,139,139.5,136,136,-2.5,-0.0181,11211,1543035,0
2014/03/03,135.5,137,133.5,136.5,0.5,0.0037,8082,1092830,0
2014/03/04,136.5,137.5,135,135,-1.5,-0.011,5365,730174,0
2014/03/05,137.5,142,136.5,139,4,0.0296,15919,2223852,0
2014/03/06,140.5,141.5,139,140,1,0.0072,7969,1115183,0
2014/03/07,143,144,138,138,-2,-0.0143,10645,1496409,0
2014/03/10,138.5,140.5,137,140.5,2.5,0.0181,6176,860124,0
2014/03/11,145.5,149.5,145.5,146.5,6,0.0427,27514,4050333,0
2014/03/12,146.5,148.5,145.5,148.5,2,0.0137,17630,2600364,0
2014/03/13,151,151.5,148,148,-0.5,-0.0034,15526,2332101,0
2014/03/14,147.5,150,146.5,149,1,0.0068,8149,1210461,0
2014/03/17,150.5,151.5,150,151,2,0.0134,8881,1338825,0
2014/03/18,154,154.5,150,150,-1,-0.0066,10914,1659238,0
2014/03/19,151.5,151.5,147,148,-2,-0.0133,12002,1783330,0
2014/03/20,146.5,149.5,146,147,-1,-0.0068,7652,1130046,0
2014/03/21,148,152,146.5,152,5,0.034,9813,1467460,0
2014/03/24,153,154.5,151.5,153.5,1.5,0.0099,16578,2536110,0
2014/03/25,153.5,155,152.5,152.5,-1,-0.0065,10364,1591189,0
2014/03/26,154.5,157,154,155,2.5,0.0164,18250,2842514,0
2014/03/27,157,157.5,152.5,152.5,-2.5,-0.0161,15235,2360017,0
2014/03/28,153,153.5,148,148.5,-4,-0.0262,11773,1771671,0
2014/03/31,151.5,153,149,153,4.5,0.0303,5830,880499,0
2014/04/01,153,154,151.5,154,1,0.0065,6879,1053163,0
2014/04/02,155,156,153,153.5,-0.5,-0.0032,8873,1368538,0
2014/04/03,153.5,155,153,154,0.5,0.0033,4914,755866,0
2014/04/07,155.5,160,155,159.5,5.5,0.0357,20347,3217677,0
2014/04/08,158.5,159,155,155.5,-4,-0.0251,13169,2064360,0
2014/04/09,157,158,155.5,156.5,1,0.0064,7870,1231312,0
2014/04/10,158.5,160,154.5,155,-1.5,-0.0096,15414,2423645,0
2014/04/11,154,157,153,156,1,0.0065,10495,1625856,0
2014/04/14,155,155.5,153,153,-3,-0.0192,3879,597991,0
2014/04/15,155,155,153,153.5,0.5,0.0033,3727,574251,0
2014/04/16,154,160,154,158.5,5,0.0326,14600,2312158,0
2014/04/17,160,162.5,157,157,-1.5,-0.0095,20424,3274379,0
2014/04/18,159,159,156,157.5,0.5,0.0032,5575,877251,0
2014/04/21,159,160,156.5,158,0.5,0.0032,7783,1235192,0
2014/04/22,159.5,163,159,160.5,2.5,0.0158,15286,2465939,0
2014/04/23,162,162.5,158,159,-1.5,-0.0093,8607,1378680,0
2014/04/24,161,161,158.5,159.5,0.5,0.0031,5392,861742,0
2014/04/25,159,159.5,153,154,-5.5,-0.0345,13952,2167853,0
2014/04/28,151,154.5,151,152,-2,-0.013,7846,1196864,0
2014/04/29,153,155,153,153,1,0.0066,5630,865041,0
2014/04/30,154.5,159,154,155,2,0.0131,14045,2204587,0
2014/05/02,158.5,159.5,157,158,3,0.0194,7173,1133909,0
2014/05/05,160.5,169,160,169,11,0.0696,33719,5600357,0
2014/05/06,172.5,180,169.5,175,6,0.0355,40261,7035282,0
2014/05/07,168,174,168,172,-3,-0.0171,32052,5491569,0
2014/05/08,175,176,169.5,169.5,-2.5,-0.0145,15154,2612283,0
2014/05/09,169,171,162.5,164.5,-5,-0.0295,19217,3185103,0
2014/05/12,164.5,167,163,165.5,1,0.0061,8108,1339328,0
2014/05/13,167.5,167.5,161,161.5,-4,-0.0242,12614,2062851,0
2014/05/14,161.5,164.5,161,163,1.5,0.0093,7945,1295027,0
2014/05/15,163,164.5,162,162.5,-0.5,-0.0031,4885,795723,0
2014/05/16,162.5,164,161,163,0.5,0.0031,5701,924882,0
2014/05/19,164,164.5,162.5,163.5,0.5,0.0031,3074,501897,0
2014/05/20,164.5,168.5,163,165,1.5,0.0092,10303,1712553,0
2014/05/21,165,166,162,162.5,-2.5,-0.0152,5913,969265,0
2014/05/22,163.5,164.5,162,163.5,1,0.0062,4452,727738,0
2014/05/23,163.5,166,163.5,165.5,2,0.0122,6499,1070551,0
2014/05/26,167,167.5,163,163,-2.5,-0.0151,5923,976001,0
2014/05/27,163,164,162,163,0,0,4090,665777,0
2014/05/28,163,164,162,163,0,0,4688,763278,0
2014/05/29,163.5,167.5,163.5,163.5,0.5,0.0031,10930,1808564,0
2014/05/30,164,164.5,160,160,-3.5,-0.0214,9338,1507972,0
2014/06/03,161.5,162.5,149,150,-10,-0.0625,21290,3291384,0
2014/06/04,145,146.5,141.5,143.5,-6.5,-0.0433,23849,3430413,0
2014/06/05,143.5,146,141,142.5,-1,-0.007,12177,1741770,0
2014/06/06,144,144.5,143,143,0.5,0.0035,6521,936349,0
2014/06/09,143.5,144,137,138.5,-4.5,-0.0315,13651,1898789,0
2014/06/10,138.5,145,138.5,145,6.5,0.0469,12812,1826230,0
2014/06/11,145,145.5,141.5,141.5,-3.5,-0.0241,8708,1247853,0
2014/06/12,141,142,139.5,140,-1.5,-0.0106,7083,993631,0
2014/06/13,140,143,140,140.5,0.5,0.0036,6680,944478,0
2014/06/16,139,140,137,138.5,-2,-0.0142,9419,1305314,0
2014/06/17,138.5,140,138.5,138.5,0,0,6013,835815,0
2014/06/18,137,138,132,133,-5.5,-0.0397,24279,3250568,0
2014/06/19,134,136,133,133,0,0,10544,1412755,0
2014/06/20,133,138,133,136,3,0.0226,17199,2344662,0
2014/06/23,136.5,137.5,133,133,-3,-0.0221,9884,1328365,0
2014/06/24,133.5,136.5,130,135,2,0.015,14098,1872418,0
2014/06/25,134,135,132,132,-3,-0.0222,7785,1035454,0
2014/06/26,133,135,132,134,2,0.0152,7502,1002113,0
2014/06/27,134.5,139,134,135,1,0.0075,14053,1919950,0
2014/06/30,137.5,139.5,136.5,138,3,0.0222,13599,1878381,0
2014/07/01,139,139.5,136.5,138,0,0,6970,961493,0
2014/07/02,139,141.5,136,136.5,-1.5,-0.0109,15263,2123354,0
2014/07/03,137,137.5,136,137,0.5,0.0037,5319,727446,0
2014/07/04,143.5,144,138.5,138.5,1.5,0.0109,21646,3065308,0
2014/07/07,138.5,138.5,133.5,134,-4.5,-0.0325,12536,1696655,0
2014/07/08,134,136.5,134,136.5,2.5,0.0187,5655,764985,0
2014/07/09,136,136.5,134.5,135,-1.5,-0.011,4328,584881,0
2014/07/10,137,137,134.5,134.5,-0.5,-0.0037,5065,685758,0
2014/07/11,134.5,134.5,131,132.5,-2,-0.0149,9548,1262113,0
2014/07/14,134.5,139.5,134.5,139,6.5,0.0491,19826,2728356,0
2014/07/15,139.5,140,137,137.5,-1.5,-0.0108,8903,1230576,0
2014/07/16,136,137.5,134.5,137,-0.5,-0.0036,7681,1047543,0
2014/07/17,137.5,139,136,136,-1,-0.0073,7508,1030354,0
2014/07/18,136,141,136,140,4,0.0294,12074,1677868,0
2014/07/21,140.5,140.5,138,138,-2,-0.0143,8714,1213379,0
2014/07/22,140,143.5,140,141.5,3.5,0.0254,16208,2303420,0
2014/07/24,141.5,142.5,139,141,-0.5,-0.0035,9054,1273987,0
2014/07/25,141,141,137,137.5,-3.5,-0.0248,8881,1228144,0
2014/07/28,135,137,133.5,136.5,-1,-0.0073,7928,1073919,0
2014/07/29,136.5,138,135,135,-1.5,-0.011,6477,880459,0
2014/07/30,136,136.5,134,135,0,0,5139,693832,0
2014/07/31,136.5,139.5,132.5,132.5,-2.5,-0.0185,15393,2086368,0
2014/08/01,131,136,131,136,3.5,0.0264,12211,1636108,0
2014/08/04,135,135.5,134,135,-1,-0.0074,4080,550105,0
2014/08/05,130.5,131.5,127,129,-6,-0.0444,18158,2347543,0
2014/08/06,128,129,120,121.5,-7.5,-0.0581,31608,3888790,0
2014/08/07,121.5,124.5,118,124.5,3,0.0247,12378,1509121,0
2014/08/08,124.5,126.5,122,126.5,2,0.0161,7887,978526,0
2014/08/11,128,128.5,126.5,126.5,0,0,6495,827802,0
2014/08/12,127,127,124,125.5,-1,-0.0079,5740,719902,0
2014/08/13,126,127.5,125.5,127,1.5,0.012,3740,473117,0
2014/08/14,128,128,126,126.5,-0.5,-0.0039,4637,588575,0
2014/08/15,126.5,127,124,127,0.5,0.004,5523,693781,0
2014/08/18,127.5,129.5,126.5,128,1,0.0079,8481,1086982,0
2014/08/19,129,129,127.5,129,1,0.0078,4948,635027,0
2014/08/20,130,130.5,127.5,129,0,0,6437,831293,0
2014/08/21,128,129,127,127,-2,-0.0155,4999,637212,0
2014/08/22,127.5,129,127,128,1,0.0079,3393,434795,0
2014/08/25,129.5,135.5,129.5,134.5,6.5,0.0508,15480,2069479,0
2014/08/26,135.5,136.5,133,133,-1.5,-0.0112,8608,1161208,0
2014/08/27,134.5,135,133.5,135,2,0.015,4700,631144,0
2014/08/28,135.5,138,134.5,135.5,0.5,0.0037,7700,1051024,0
2014/08/29,135.5,137.5,134.5,137.5,2,0.0148,6089,829254,0
2014/09/01,138,138.5,135,135.5,-2,-0.0145,5985,815859,0
2014/09/02,137,137.5,135,137.5,2,0.0148,7498,1023906,0
2014/09/03,138.5,141,135.5,135.5,-2,-0.0145,13831,1915759,0
2014/09/04,135.5,137,135,135,-0.5,-0.0037,4316,585143,0
2014/09/05,135.5,136,131.5,132,-3,-0.0222,8265,1097148,0
2014/09/09,133,134,132.5,132.5,0.5,0.0038,3869,514497,0
2014/09/10,132,133,131,132,-0.5,-0.0038,4993,658413,0
2014/09/11,132,133,131,131,-1,-0.0076,3890,513511,0
2014/09/12,131.5,133,131,131,0,0,4413,581122,0
2014/09/15,131,133,131,131.5,0.5,0.0038,3527,465427,0
2014/09/16,131.5,132.5,126,127,-4.5,-0.0342,9720,1249551,0
2014/09/17,129,132,128.5,132,5,0.0394,7131,931466,0
2014/09/18,132,133,131,132,0,0,3404,449163,0
